FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
1k1r2r1/pp5p/2b1p2p/2b5/2B2N2/1Q4Pq/P4P1P/1R3RK1 b - - 8 21,1,0,0,1,0,0,0,1,0,0,h3f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_92.npy
r2k3r/1bpp3p/p3p3/2p1qpQ1/2P1P3/P1N3R1/1P4KP/8 b - - 1 30,1,0,0,1,0,0,0,0,1,0,d8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_93.npy
R2q1r1k/1b5p/3pn3/1ppN1p2/2B2P2/5N1P/1PPQ2P1/6K1 b - - 0 25,1,0,0,1,0,0,0,0,1,0,d8a8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_94.npy
2r2rk1/pp3q1p/2p3p1/1P6/P2NpP2/2QbP1PP/3R2K1/2R5 b - - 0 30,1,0,0,1,0,0,0,1,1,0,c6c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_95.npy
3r2k1/5ppp/p1p2b2/P3p3/2q1P1Q1/2N5/1PP3PP/R6K w - - 1 22,1,0,0,1,0,0,0,0,0,0,h2h3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_96.npy
r1bqr1k1/1p2bppp/5n2/pBpP2Q1/4N3/1P6/PBP2PPP/1K1R3R b - - 3 16,1,0,0,1,0,0,0,0,0,1,h7h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_97.npy
8/2k5/2p5/pp6/6PP/3N4/1PP3K1/5r2 b - - 2 39,1,0,0,0,0,0,0,0,0,0,f1f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_98.npy
8/R7/4kn1p/3p4/6P1/1P6/4NK1P/1r6 b - - 0 38,1,0,0,0,0,1,0,0,1,0,e6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_99.npy
2k2r1r/ppb1N3/4p1n1/3pP3/2pP2q1/2P2RBp/PP3Q1P/4R2K b - - 18 33,1,0,0,1,0,0,0,0,0,0,c8d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_100.npy
2kr4/1p2n3/p5p1/8/2P1Q3/5Nqr/6P1/R4RK1 b - - 0 26,1,0,0,1,0,1,0,0,1,0,d8h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_101.npy
2k2r2/1rp5/p5p1/2Q3Pp/b2P1Bqn/6N1/3K1R2/5R2 b - - 2 36,1,0,0,1,0,1,0,1,1,0,f8d8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_102.npy
q4rk1/4ppbp/2n3p1/1p1pNb2/2pPNB2/2P1P3/1P2BPPP/Q4RK1 b - - 0 15,1,0,0,1,0,0,0,0,0,0,g7e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_103.npy
7k/6p1/3n3p/3P4/2p5/2PnK1P1/P2N3P/8 b - - 0 30,1,0,0,0,0,0,0,0,0,0,d3b2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_104.npy
r6r/4kp1p/p3Pp2/8/Q7/2q2NP1/5P1P/5RK1 b - - 0 24,1,0,0,1,0,1,0,0,0,0,f7e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_105.npy
r1b1r1k1/p2n1ppp/1n1Bp3/1pp1N2q/8/8/PPB2PPP/2RQR1K1 b - - 5 19,1,0,0,1,0,0,0,0,1,0,h5d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_106.npy
2r2k2/4RB2/1p3bp1/3p1b1p/P7/3n1N1P/4RPP1/6K1 w - - 3 41,1,0,0,0,0,1,0,0,1,0,e7b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_107.npy
2k2rqr/1ppb1R2/p2bp1B1/3p2Q1/8/2P1PN2/PP1B3P/R5K1 w - - 5 20,1,1,0,1,0,0,0,0,0,0,f7f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_108.npy
r4rk1/p4ppp/4q3/3pP1b1/3P1p1n/2N2Q2/PP1B1PPP/R4RK1 w - - 4 20,1,0,0,1,0,0,0,0,0,0,f3d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_109.npy
5rk1/r6p/1pp3pQ/6N1/1p1P2P1/3qR3/1P3PKP/8 b - - 2 31,1,0,0,1,0,0,0,0,1,0,d3c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_110.npy
2kr1b1r/1bq2ppp/p2p4/3n2P1/7P/2B2N2/PP2QP2/1KR3R1 b - - 0 22,1,0,0,1,0,1,0,0,0,1,c8b8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_111.npy
6k1/1pq3bp/p2R2p1/6pP/4Nr2/PN3P2/1PP5/2K2B1R w - - 0 23,1,1,0,1,0,0,0,0,0,0,b3c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_112.npy
2r2rk1/5pp1/p1b2b1p/qp2p3/4P3/2N2P2/PPPQ2PP/2KR1B1R w - - 0 18,1,0,0,1,0,0,0,0,0,0,c1b1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_113.npy
1r3rk1/4bppp/p4n2/1p1qpN2/1P6/P3BQ1P/2P2PP1/R4RK1 b - - 1 20,1,0,0,1,0,0,0,0,0,0,f8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_114.npy
5r2/5q1k/7p/pr3p2/6nQ/P6N/1PP1N1PP/5R1K b - - 8 47,1,0,0,1,0,0,0,0,1,1,f8g8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_115.npy
1n2r1k1/b4ppp/P7/1P6/6P1/7P/4Np2/3R3K b - - 0 28,1,1,0,0,0,1,0,0,1,0,g8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_116.npy
5rk1/3rbpp1/R3p2n/4P3/3BQPP1/2P5/1q2B2P/3R2K1 w - - 1 34,0,1,0,1,0,0,0,0,1,1,d1b1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_117.npy
2r2r2/1p3kN1/pq1bpBb1/3p1pP1/5P2/1P1nPNQ1/P1p1K1B1/R6R w - - 5 28,1,1,0,1,0,1,0,0,1,0,f3d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_118.npy
4r1k1/pp1bRpbp/5Bp1/8/2r5/2N4P/PqP2PP1/3RQ1K1 b - - 0 19,1,1,0,1,0,0,0,0,1,1,g7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_119.npy
r3kb1r/ppp2ppp/5p2/7q/8/2PB1n1P/PP3P2/R1BQ1K1R b kq - 1 12,0,1,0,1,0,0,0,0,0,1,e8c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_120.npy
3rr1k1/1pq1p1bp/p1n1p1p1/2p1n3/2N2B2/4Q3/PP2BPPP/R4RK1 b - - 3 22,1,1,0,1,0,0,0,0,0,1,b7b5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_121.npy
1r4k1/p1p1p1bp/1nBq1np1/3P4/2P1p3/1PN5/PB4PP/4RQK1 w - - 4 19,1,1,0,1,0,1,0,0,1,0,c3b5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_122.npy
8/8/4pk2/3b1p1p/3P3P/1r2K1P1/8/3R2R1 w - - 38 79,0,1,0,0,0,0,0,1,0,0,d1d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_123.npy
r6r/p1pq1kpp/1p3n2/3b4/3P4/B4PP1/P1Q3BP/2R1R1K1 b - - 4 19,0,1,0,1,0,0,0,1,1,0,h8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_124.npy
5r1k/ppp4p/1b1p4/1P2p1p1/2P1P1qN/6Pn/P4PKP/R3QR2 w - - 0 23,1,1,0,1,0,0,0,0,0,0,f2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_125.npy
6rk/p4prp/4pp2/2b2P1Q/2p1P2R/3q2PR/PP5P/3N2K1 w - - 2 25,0,1,0,1,0,0,0,0,0,1,g1g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_126.npy
r2r2k1/p1q2pbp/2p3p1/1p2p3/4n3/P6P/QPP1NPPB/R2R2K1 b - - 1 20,0,1,0,1,0,0,0,0,1,1,c7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_127.npy
r4k2/p5bp/np1p1pp1/2pP4/2P5/3Q1N1P/q2BRPP1/6K1 b - - 0 23,0,1,0,1,0,1,0,0,1,1,a2a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_128.npy
r4rk1/p1q2pp1/1pb1p2p/2p1N3/3Pp3/2P1P1P1/PPQ2PP1/R3K2R b KQ - 1 16,1,1,0,1,0,0,0,0,1,0,c6d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_129.npy
2kr3r/ppp2pbb/2np3p/8/2PPP3/2NQ1Nq1/PPB3P1/R1K4R b - - 3 21,1,1,0,1,0,0,0,0,1,0,c6d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_130.npy
r1b1kb1r/p2nppp1/7p/q2pP3/PppP3B/8/1P1N1PPP/R2QKB1R w KQkq - 0 12,0,1,1,1,0,0,0,0,0,1,e5e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_131.npy
3bQ1k1/pb1q2rp/1p4n1/7R/2pP4/2P2N2/P4PPP/4RK2 b - - 9 28,1,1,0,1,0,0,0,0,1,0,g6f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_132.npy
2R2bk1/1p3pp1/pq1p3p/3P3n/3pP3/P2B1P2/1P2NP2/5RK1 w - - 0 21,1,1,0,1,0,1,0,0,0,0,b2b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_133.npy
k2r4/1q3pp1/p3P2p/1p1n2b1/4Q1P1/PN6/1PP2B1P/1K5R w - - 3 26,1,1,0,1,0,0,0,0,0,0,b3c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_134.npy
r1r4k/pp4pp/2b5/2b3Q1/2P2P2/7P/1B2q1PK/5R2 b - - 2 27,0,1,0,1,0,1,0,1,0,0,e2b2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_135.npy
1k2r1r1/pn5p/1p1p4/bPpP2Bq/P3P3/1B1Q2R1/5P2/5KR1 w - - 1 35,0,1,0,1,0,1,0,1,1,0,b3d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_136.npy
3rk1r1/p3bp2/1p6/3bP2p/3P3P/2Q3PB/qB5K/2R2N2 b - - 1 35,0,1,0,1,0,1,0,1,1,0,g8g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_137.npy
rnbq1r2/p1p1b1pk/1p2pp2/4P1N1/3P3P/2P5/P4PP1/R1BQK2R b KQ - 1 12,1,1,0,1,0,0,0,0,0,0,h7g8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_138.npy
r1bq1rk1/pppp1pb1/2n2npp/4p1B1/2B1P3/2PP1Q2/PP3PPP/RN2K1NR w KQ - 0 8,0,1,1,1,0,0,0,0,0,1,g5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_139.npy
2rqk2r/pp1nb1p1/4pnQ1/3p4/2pP1B2/2P1PN1P/PP3PP1/2KR3R b k - 0 15,1,1,0,1,0,0,0,0,0,0,e8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_140.npy
4r1k1/p5q1/Pp5p/3b4/3P4/2Q3PP/6P1/5R1K b - - 0 29,0,1,0,1,0,1,0,1,1,0,g7d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_141.npy
r4rk1/3bppb1/p2p2pB/q6n/1n1NP2P/2N2P2/1PPQB3/2KR3R w - - 2 17,1,1,0,1,0,0,0,0,0,0,c1b1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_142.npy
r1bq1rk1/2p2pbp/p2p1np1/4p1B1/1n2P2P/2NP1N2/1PPQBPP1/2KR3R w - - 0 12,0,1,0,1,0,0,0,0,0,1,d3d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_143.npy
4r2k/1pp2rpp/p3P3/b2N4/Pn6/5N2/1P2R1PP/3R3K b - - 0 24,1,1,0,0,0,0,0,0,1,0,f7f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_144.npy
rnbq1rk1/pp2bppp/2p1p3/6B1/4n3/3P1N2/PPPQBPPP/R3K2R w KQ - 0 9,0,1,1,1,0,0,0,0,0,1,d3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_145.npy
8/p2bpkb1/1pp3pp/2p1P3/3q1PP1/2N1BQKP/PP1r4/2R5 b - - 6 24,1,1,0,1,0,0,0,0,1,0,d2d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_146.npy
r3r1k1/pp1n1ppp/2pb1n2/3p1N2/7q/3BBP2/PPP2P1P/R1Q1R1K1 b - - 3 18,1,1,0,1,0,0,0,0,1,0,h4h2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_147.npy
8/8/1p2k3/2b1p3/2P1K3/1P1R1N2/8/4r3 w - - 28 53,1,1,0,0,0,1,0,0,1,0,f3e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_148.npy
1r6/p7/2q1p2k/2p1Pb2/5P2/2P5/PP2Q2P/R2R2K1 w - - 0 30,0,1,0,1,0,0,0,1,1,0,g1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_149.npy
r1b2rk1/p5pp/3bpq2/3pN3/2pP4/P1N4P/1PP2nP1/1RBQ1RK1 b - - 1 15,1,1,0,1,0,0,0,0,1,1,f2d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_150.npy
1k1r2r1/1b6/1p1pp2p/P2pN1q1/1n1P1R2/5B2/3Q2PP/R5K1 w - - 0 25,1,1,0,1,0,0,0,0,0,0,e5f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_151.npy
r4rk1/pbQ2p1p/1p4p1/8/2P5/1P5n/P3B1PP/R3R1qK w - - 8 23,0,1,0,1,0,0,0,0,1,1,e1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_152.npy
r6k/2pnq1pp/1p3p2/2b1P2Q/2P2P2/p7/P1p3PP/R1B1R2K w - - 0 23,0,1,0,1,0,1,0,1,0,1,c1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_153.npy
1r4k1/2r4p/p2p2pb/1bqPpp2/1PN1P1P1/N2Q3P/5P2/RR4K1 b - - 0 36,0,1,0,1,0,0,0,1,0,0,c5d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_154.npy
2qbr1k1/1p3ppp/p5b1/3PpNP1/4P3/P2B3P/1P3P2/3QR1K1 b - - 1 25,1,1,0,1,0,0,0,0,0,0,g6f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_155.npy
r2r2k1/p1q4p/5b2/1Rpp1bp1/P2P1p2/2P5/Q4PPB/4RBK1 b - - 0 27,0,1,0,1,0,0,0,0,1,1,a8c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_156.npy
r3r1k1/p1p2ppp/3b2q1/3Pn3/3Q4/2NP3P/PP3PP1/R1B2RK1 w - - 7 19,1,1,0,1,0,0,0,0,0,0,d4e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_157.npy
7k/3n2pp/pqbQ1r2/2pp1p2/8/2NP1N2/PPPB2PP/4R1K1 b - - 0 22,1,1,0,1,0,0,0,0,1,0,c5c4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_158.npy
6k1/1p3rp1/p3pqpp/3pn1b1/2rB2P1/P1N1PP2/1PP1K1B1/2RQ3R w - - 3 24,0,1,0,1,0,0,0,0,1,1,d1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_159.npy
r4r2/1p1bppk1/1q1p1np1/6p1/pPP1PP1P/P1NQ1B2/8/1R3R1K w - - 0 23,1,1,0,1,0,0,0,0,0,1,f4g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_160.npy
4k1nr/1p1nbppb/1q2p2p/r2pP3/3P1P1P/P3BNP1/3NB3/R2Q1RK1 b k - 1 16,0,1,0,1,0,0,0,0,0,1,h6h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_161.npy
4kr2/3p1p2/qp2p2p/3bP2Q/3P1R2/4r3/3N1KPP/2R5 b - - 13 30,0,1,0,1,0,1,0,1,1,0,e3a3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_162.npy
2r3k1/1n4pp/p3p1q1/2Pb4/3PN3/4P3/P1QN2P1/4R1K1 b - - 7 32,1,1,0,1,0,0,0,0,0,0,b7d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_163.npy
2b2k2/2P1qp2/1pQp4/3PpR2/4P1rp/5N2/P4PK1/8 w - - 0 38,1,1,0,1,0,1,0,0,0,0,g2h2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_164.npy
r1b5/1p3k1p/p1p3p1/b1P5/P2P4/1Q1B1q2/5P2/1R3K2 b - - 3 34,0,1,0,1,0,1,0,1,1,0,f7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_165.npy
3r1r1k/pp1b2pp/2pqpb2/5p2/2BP4/P3PN2/1PQ2PPP/2RR2K1 w - - 8 17,1,1,0,1,0,0,0,0,0,1,c2b3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_166.npy
r1b3kr/pp1npNbp/2n3p1/q1pNP3/8/8/PPPPQ1PP/R1B2RK1 b - - 7 13,0,1,0,1,0,0,0,0,1,1,d7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_167.npy
1k6/ppq5/7b/r6P/3P1P2/nP1NP3/PK2Q3/7R w - - 0 34,1,1,0,1,0,0,0,0,0,0,h1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_168.npy
3r2r1/pb2kp2/1p2p3/2p1P1p1/2N1n1Pp/3R3P/PPP4K/4BR2 b - - 5 24,1,1,0,0,0,0,0,0,1,0,b7a6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_169.npy
r3qr2/2p2bbk/pnN3pp/2B2p2/4pP2/Q1N3P1/PP2P2P/3RR1K1 w - - 6 23,1,1,0,1,0,0,0,0,0,0,c6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_170.npy
3r3k/p5b1/1p4pp/6p1/4Q3/2Pp1NP1/qP3PP1/3R2K1 w - - 0 30,1,1,0,1,0,1,0,0,1,0,e4g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_171.npy
r7/ppb2kp1/2pqp3/2N3P1/5nQ1/8/PP3PP1/R4RK1 w - - 7 26,1,1,0,1,0,0,0,0,0,0,f1d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_172.npy
r1n1rqk1/ppp2pbp/2n3p1/2P5/2B1N3/BP3N2/P4PPP/1Q2R1K1 b - - 8 19,0,1,0,1,0,0,0,0,1,1,c6a5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_173.npy
r5k1/pp3pbp/2q3p1/2N5/3n1B2/P3Q1P1/1P3P1P/2R3K1 w - - 2 23,0,1,0,1,0,0,0,0,1,1,c5d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_174.npy
r1bqr3/p1p2pkp/2p2np1/3p4/4P2P/2N2P2/PPPQ2P1/2KR1B1R b - - 1 13,1,1,0,1,0,0,0,0,0,0,h7h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_175.npy
1k2r3/1pp2q2/p2p4/P2NrPb1/1PP3P1/5P1P/Q5K1/R2R4 w - - 3 29,1,1,0,1,0,0,0,0,1,0,d5c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_176.npy
4r1k1/1q1n1ppp/2rBbn2/pp2p3/4P3/1PN3P1/P4PBP/3RQRK1 w - - 1 24,1,1,0,1,0,0,0,0,0,0,e1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_177.npy
1r3rk1/5ppp/3p3b/3Qp2P/RN2P2q/2P5/5PP1/5RK1 w - - 1 23,0,1,0,1,0,0,1,0,0,0,g2g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_178.npy
7r/4r1k1/2q1ppp1/2b5/2P3QP/p1NR4/P4PP1/4R1K1 w - - 0 35,1,1,0,1,0,0,0,1,1,0,d3g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_179.npy
r4rk1/2p1n1pp/p2bp2q/1p1p1p1B/1P1P1P1B/P1P1P2P/6P1/R2Q1RK1 b - - 7 21,0,1,0,1,0,0,0,0,0,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_180.npy
2k3q1/2p5/pp3P2/1b1pBp2/1P1Q1P2/P5r1/2R5/2R2K2 w - - 4 36,0,1,0,1,0,1,0,0,1,0,f1e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_181.npy
r6k/5qpp/p1b1p3/2P1B1Q1/3p1r1P/8/4B3/1R4K1 w - - 2 33,0,1,0,1,0,1,0,0,1,0,e5f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_182.npy
r1b1k2r/pppp1ppp/8/8/3NPqn1/5B2/PPP2KPP/RN1Q3R w kq - 6 13,0,1,0,1,0,0,0,0,0,0,f2e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_183.npy
