FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
r2q1rk1/p3npbp/1p4p1/1N6/3B4/6P1/PP3PbP/R2Q1RK1 w - - 0 17,1,0,0,1,0,0,0,0,0,0,d4g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_88.npy
3r1rk1/pbp3p1/1p1N3p/3n4/3B3q/2PB3P/P1Q3P1/R4RK1 b - - 0 24,1,1,0,1,0,0,0,0,1,0,c7d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_89.npy
r4r2/1b2bppk/1pq4p/p1p1pP2/4n3/N1P1Q1R1/PPB3PP/R1B3K1 w - - 0 21,1,0,0,1,0,1,0,0,0,0,f5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_90.npy
r1b2b1r/pp3p2/2nB1n1p/2P3p1/2B3k1/2N2p1P/PP3P2/2KR3R b - - 0 16,1,1,0,0,0,0,0,0,0,0,g4f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_91.npy
2r3k1/2q2pb1/4p1pp/p2bP3/1p1N2P1/4Q2P/PPP1R3/1KR5 w - - 0 34,1,0,0,1,0,0,0,0,0,1,c2c4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_92.npy
3r2r1/8/8/p3R3/1pPp1pp1/3P1k1p/PPN2P1K/7R w - - 0 40,1,0,0,0,0,1,0,0,1,0,h1f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_93.npy
rn1q1r1k/pbp3pp/1p6/6b1/3P4/P2B1N1Q/1P3PPP/3R1RK1 b - - 2 18,1,0,0,1,0,0,0,0,0,0,g5h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_94.npy
4rrk1/pp5p/2p5/4Npp1/2N1Knq1/1PQ3R1/PBP2P2/5R2 w - - 0 25,1,0,0,1,0,1,0,0,0,0,e4d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_95.npy
4rrk1/5pp1/7p/ppq1bQ2/2p1R3/P6P/BPP1N1P1/2K2R2 w - - 2 27,1,0,0,1,0,0,0,1,1,0,c2c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_96.npy
2r2rk1/b1Nq1pp1/4pn1p/Bp6/4b3/1B2P3/PP2QPPP/2R1R1K1 w - - 0 21,1,0,0,1,0,0,0,0,0,0,e1d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_97.npy
5rk1/3N1pp1/B1p1pb1p/8/4P3/8/PrP2PPP/2K4R b - - 0 21,1,0,0,0,0,0,0,0,0,0,b2a2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_98.npy
6k1/8/2n1p3/p2pP2p/3P1Np1/P2R1rP1/1PK5/8 b - - 1 28,1,0,0,0,0,0,0,0,0,0,h5h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_99.npy
4r1k1/1RR2pnp/p2p1qp1/P2Pr3/8/5B1b/3QNPP1/6K1 b - - 3 26,1,0,0,1,0,0,0,0,1,0,e8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_100.npy
2k2r2/1p3pp1/p3p1r1/3Pq2p/1PNn4/7P/P2B2P1/3QR1K1 b - - 1 28,1,0,0,1,0,0,0,0,1,0,e5g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_101.npy
2r3k1/5pp1/1q2pn1p/8/1p6/1P2rPQP/1NP1R1P1/2R4K w - - 5 35,1,0,0,1,0,0,0,0,0,0,g3f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_102.npy
r7/2p3pk/p2q2np/1p5Q/3B1r2/2P2N2/P1P2PPP/R5K1 b - - 6 24,1,0,0,1,0,0,0,0,0,0,d6c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_103.npy
r4r2/3q1pkp/4b1p1/ppp1p3/4NnP1/1P1P1P2/P1P5/R3KBQR b KQ - 0 20,1,1,0,1,0,0,0,0,1,0,d7d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_104.npy
3r1k2/1b1r1ppQ/pp3q1p/2b1pP2/1P1N4/2P4P/P5P1/1B1R1R1K b - - 0 27,1,0,0,1,0,1,0,0,0,1,c5d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_105.npy
2r2r1k/1b2Np1p/p5p1/q2p4/2nP4/P1N5/1PB3PP/1Q3R1K w - - 3 27,1,0,0,1,0,0,0,0,1,0,e7c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_106.npy
7k/Q1p2rp1/2p4p/2P1pr1q/1P3n2/P4PR1/3N1PRB/7K w - - 2 34,1,0,0,1,0,1,0,0,1,0,a7a8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_107.npy
2r2r1k/p3npp1/1p1q1b1p/4NQ2/3P4/8/P2B1PPP/1R2R1K1 w - - 1 24,1,0,0,1,0,0,0,0,1,0,f5h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_108.npy
6k1/7p/3p2p1/2p1b2q/1pPpN3/1P1P3P/rB3K2/1R5R b - - 4 37,1,0,0,1,0,0,0,0,0,1,h5h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_109.npy
r4rk1/3qbpp1/2pp3P/pN5n/1p1NP2B/1P1P3P/1PPQ1P2/4K1R1 b - - 0 20,1,0,0,1,0,0,0,0,1,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_110.npy
r3kN2/p3pr2/n1p2nQp/3q4/2pP2PR/8/PP1B1P2/R3K3 b Q - 0 22,1,0,0,1,0,0,0,0,0,0,a8b8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_111.npy
2krr3/1bp1np2/p2p2pp/1q1P4/2pN1BPP/P1Q5/1PP2P2/2KR3R b - - 2 23,1,0,0,1,0,0,0,0,0,0,b5a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_112.npy
r4b1r/1p1k1ppp/8/p1Ppn3/8/PqN1BP2/1P1Q1P1P/R3K2R w KQ - 0 17,1,1,0,1,0,1,0,0,0,0,d2e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_113.npy
2b2rk1/2N2p1p/3p2pb/5n2/5P2/1P1Q2P1/q2p2BP/3R1RK1 w - - 0 25,1,0,0,1,0,1,0,0,0,0,d1a1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_114.npy
5r1k/5Npp/4Qp2/8/P2P2P1/4P2q/2r2P1P/4R1K1 b - - 2 34,1,0,0,1,0,0,0,0,0,0,h8g8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_115.npy
2Nq1r2/r4pkp/p5p1/1p6/2pp4/1P3P2/P1PQ1P1P/R4RK1 b - - 0 21,1,0,0,1,0,0,0,0,0,0,a7d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_116.npy
r2r2k1/2p1bppp/p5q1/1pnbP3/3N1Q2/2B1P3/PP2BPPP/R2R2K1 w - - 4 19,1,0,0,1,0,0,0,0,1,0,e2f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_117.npy
3q4/5pk1/2P5/1p3pK1/8/P7/4NQ2/8 w - - 1 59,1,0,0,1,0,1,0,0,0,0,g5f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_118.npy
r4r2/1p1bppk1/1q1p1np1/6p1/pPP1PP1P/P1NQ1B2/8/1R3R1K w - - 0 23,1,1,0,1,0,0,0,0,0,1,f4g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_119.npy
r2qr1k1/1b1nbN1p/p3pnpB/1p6/3P4/P1N4Q/1PB2PPP/R3R1K1 b - - 0 17,1,1,0,1,0,0,0,0,1,0,d8b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_120.npy
5r1k/1p2b1R1/p3p2B/3pPq2/3n4/5N2/1Pr4P/3Q1R1K w - - 0 30,1,1,0,1,0,1,0,0,1,1,g7g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_121.npy
rn2R3/1pb2k1p/2p2p2/2N5/p4q2/3P1B1P/PPK2PP1/4R3 b - - 5 29,1,1,0,1,0,0,0,0,1,0,f4d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_122.npy
r1bqk2r/pp2b1p1/1n2p1Qp/4N3/3n3P/8/PP1N1PP1/R3K2R b KQ - 3 16,1,1,0,1,0,0,0,0,0,0,e8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_123.npy
8/8/2p3k1/1p1b2pp/3P2P1/1P5P/3N1K2/8 w - - 0 44,1,1,0,0,0,0,0,1,0,0,b3b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_124.npy
5r1k/1b3NR1/1p4pP/4p3/2p2n2/5P2/1rB2K2/3R4 b - - 4 35,1,1,0,0,0,1,0,0,1,0,f8f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_125.npy
r1bq1rk1/pp3pbp/5np1/4p1B1/4p3/3B1N1P/PPP2PP1/R2Q1RK1 w - - 0 13,0,1,0,1,0,0,0,0,0,1,g5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_126.npy
1q1r1bk1/pp1R1p2/6p1/1Q6/1n1BPp2/1PN2P2/1PP4P/1K6 w - - 4 26,1,1,0,1,0,0,0,0,1,0,d7d8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_127.npy
4r2k/6bp/1p1qp1p1/pPp1p3/Pn1p4/1Q1P2B1/1P2RPPP/3R2K1 w - - 2 26,0,1,0,1,0,0,0,0,0,1,d1e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_128.npy
r1b1rnk1/1p1n2b1/1qpR2pp/p3pp2/P1P5/1PN1PN1P/2Q1BPPB/3R2K1 b - - 3 18,1,1,0,1,0,0,0,0,1,1,b6b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_129.npy
1rb1kbnr/p4ppp/2N5/1p6/2p5/2N5/PP2PPPP/3RKB1R b Kk - 0 9,1,1,1,0,0,0,0,0,0,0,c8b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_130.npy
r3rbk1/2qn1ppp/p2p4/1p3NQ1/P1p5/7P/BPP2PP1/R2R2K1 b - - 0 22,1,1,0,1,0,0,0,0,1,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_131.npy
r1q2rk1/pp1b2pQ/2nbpn1p/3p2N1/2pP1N2/2P5/PP3PPP/RBB1R1K1 b - - 1 16,1,1,0,1,0,0,0,0,1,0,f6h7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_132.npy
r5rk/1b2b1p1/1n2p1qp/pp1pPp2/2pP1B1N/2P4Q/PPB2PPP/R4RK1 b - - 3 21,1,1,0,1,0,0,0,0,0,1,g6h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_133.npy
2r1r3/pb2qpk1/1p4p1/1N4P1/3R1Q2/3n4/PPP1BP1R/2K5 w - - 3 23,1,1,0,1,0,0,0,0,1,0,d4d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_134.npy
4r3/1b2N1bk/p5p1/1pq1p1Qp/5p2/1P5P/P1PR2PK/3R4 b - - 0 35,1,1,0,1,0,1,0,0,1,0,c5e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_135.npy
1r1k1r2/1P1b3p/Q1pbpqp1/3pN3/5P2/2P5/6PP/4RR1K b - - 2 29,0,1,0,1,0,0,1,0,0,1,f6e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_136.npy
5rk1/p4pbp/6p1/8/2B3n1/2N1q3/PPP3Q1/R4RK1 w - - 0 22,1,1,0,1,0,1,0,0,1,0,f1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_137.npy
rnbqk2r/pp1nbpp1/4p2p/3p4/3P3B/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 9,0,1,1,1,0,0,0,0,0,1,h4g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_138.npy
2r2r2/2qb1pk1/3pp1p1/p6Q/1p2P2P/P1N2P2/BPP5/2K3RR w - - 0 21,1,1,0,1,0,0,0,0,0,0,a3b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_139.npy
r4rk1/4bpp1/p3pn1p/P3N3/3R4/4BQ2/q1P2PPP/5RK1 b - - 0 20,1,1,0,1,0,0,0,0,0,0,a8c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_140.npy
1r3rk1/2p3bp/4p1p1/3Q4/5N2/P5P1/1Pq4P/R1B1K2R w KQ - 0 23,1,1,0,1,0,1,0,0,0,0,d5d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_141.npy
2r2rk1/pp3pbp/1qn1b1p1/1BR1P1B1/8/5N2/PPQ2PPP/R5K1 w - - 3 17,1,1,0,1,0,0,0,0,0,0,b5c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_142.npy
r4rk1/pq3ppp/2pbR3/3p2B1/3P2Q1/3N4/PP3PPP/R5K1 b - - 0 18,1,1,0,1,0,0,0,0,0,0,b7d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_143.npy
2r1r1k1/1p3pBp/pb6/1P1p1N2/4n3/n3P2P/4NPP1/2RR2K1 b - - 0 23,1,1,0,0,0,0,0,0,1,0,c8c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_144.npy
r1b2rk1/p1q1n1pp/3b4/3p4/2pQp3/2B2N2/PPP1BPPP/R4RK1 b - - 1 16,1,1,0,1,0,0,0,0,0,0,f8f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_145.npy
r1bq1rk1/2p3bp/4p1p1/p2p2P1/1n1P1N2/2NBPP2/1PP3Q1/2KR3R w - - 0 19,1,1,0,1,0,0,0,0,1,0,g2h2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_146.npy
2r2rk1/1b4pp/p3pb2/np3P2/3P4/2qQ1N1P/P1BN2P1/2R2RK1 b - - 1 23,1,1,0,1,0,0,0,0,0,1,c3d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_147.npy
1r4k1/2R1P1pp/b4p2/p2PpP2/q3N1P1/4B2P/2R4K/8 b - - 0 31,1,1,0,1,0,1,0,0,1,0,h7h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_148.npy
8/8/8/2NbK2p/pp1P3P/1P6/k7/8 w - - 0 48,0,1,0,0,0,0,1,1,0,0,b3a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_149.npy
r2q1rk1/1p4bp/p1b3p1/P1p2p2/3p1N2/4P2Q/1PPP1PP1/R1B1K2R b KQ - 1 16,1,1,0,1,0,0,0,0,1,0,g8f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_150.npy
6r1/1p2k2R/3p4/pP1PbR2/2P1p1P1/P4n2/6K1/8 b - - 5 46,0,1,0,0,0,1,0,1,1,0,e7e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_151.npy
5k2/pbp2qp1/1p1p3p/2nPp3/2P1P1QN/2P5/P3B1PP/6K1 b - - 1 23,1,1,0,1,0,0,0,0,0,0,f7f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_152.npy
rn4k1/pbq3pp/1b2pr2/1p1nN2Q/4B3/1N6/PPP2PPP/R3R1K1 b - - 1 17,1,1,0,1,0,0,0,0,1,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_153.npy
4R3/1b4k1/5bB1/5Pp1/2qP2Q1/2N5/1P4PP/6K1 w - - 2 32,1,1,0,1,0,0,0,0,1,0,g4e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_154.npy
2rq1rk1/1b4bp/p1np2p1/1p3pN1/3P4/P1N1B3/1P3PPP/2RQR1K1 b - - 1 18,1,1,0,1,0,0,0,0,1,0,f5f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_155.npy
r1b2rk1/pp1nppbp/3p2p1/q1pP4/1nP1P3/P1N1BP2/1P1QB1PP/R3K1NR w KQ - 1 11,0,1,1,1,0,0,0,0,0,1,a1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_156.npy
3rr1k1/pbq2pb1/1p4p1/3p1p1p/3N3P/P1P3P1/1PQN1PB1/3RR1K1 b - - 0 18,0,1,0,1,0,0,0,0,1,0,e8e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_157.npy
r2qkb1r/1bp2ppp/1pn5/1B1pP3/4n3/P3P3/1P3PPP/RNBQK1NR w KQkq - 0 9,0,1,1,1,0,0,0,0,0,0,d1c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_158.npy
5rk1/2p5/p2pp3/2p3b1/4P1P1/1PN2P2/P1P2P2/R5K1 w - - 1 22,1,1,0,0,0,0,0,0,0,0,c3e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_159.npy
rnb1kbnr/pp3ppp/8/3p1q2/4N3/2P2N2/PPQ1PPPP/R1B1KB1R w KQkq - 0 8,1,1,1,1,0,0,0,0,0,0,c2a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_160.npy
r1b2rk1/5Nbp/6p1/p1q1p3/4P2P/1B3Q2/1PP2PP1/2K4R b - - 0 20,1,1,0,1,0,0,0,0,0,0,a8a7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_161.npy
8/5pk1/5bp1/q1p2p1p/2P2P1P/4QKP1/2P1B3/8 w - - 9 47,0,1,0,1,0,0,0,0,0,0,f3g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_162.npy
4r1k1/1pqbrpbp/p1p3p1/2Pp4/1P4n1/P1BBP3/1Q2NPPP/2R2RK1 w - - 10 19,0,1,0,1,0,0,0,0,0,0,e2f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_163.npy
rnbqkb1r/p4ppp/1p2pn2/2pp4/3P1P2/2PBP3/PP1N2PP/R1BQK1NR b KQkq - 0 6,0,1,1,1,0,0,0,0,0,0,c8b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_164.npy
3r1rk1/ppp1b1pp/4pn2/1N2N1B1/4P3/8/PPn2PPP/3R1RK1 b - - 1 13,0,1,0,0,0,0,1,0,0,0,c7c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_165.npy
r1b2rk1/p1q2pbp/p5p1/3pp2n/N7/1PB1PN2/P1P2PPP/R2Q1RK1 b - - 3 14,0,1,0,1,0,0,0,0,0,0,c8b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_166.npy
r2q1r1k/5pp1/p1np3p/4bP2/1p2PpQ1/2PB1N1P/PP3P2/R3K1R1 b Q - 1 21,1,1,0,1,0,0,0,0,1,0,d8f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_167.npy
r2Q4/pbp3rk/1p4qp/4B3/3Pp3/P3P3/1PP2P2/2K3RR w - - 5 28,0,1,0,1,0,1,0,0,1,0,g1g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_168.npy
r2qr1k1/3n1b1p/3p1ppB/p2P4/1pPQ2BP/8/R4PP1/5RK1 b - - 4 24,0,1,0,1,0,1,0,0,0,0,d7c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_169.npy
2b1r3/4Pr1k/3Q2pb/4B2p/8/7P/P5P1/4R1K1 w - - 3 45,0,1,0,0,0,0,0,0,0,0,e5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_170.npy
rnbqkb1r/ppp2ppp/4pn2/3P4/2P5/2N5/PP3PPP/R1BQKBNR b KQkq - 0 6,0,1,1,1,0,0,0,0,0,0,c7c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_171.npy
8/b1p3k1/p1ppr1p1/3bP3/1r1P3N/1P4R1/P4PPP/3R2K1 b - - 7 26,1,1,0,0,0,0,0,1,0,0,d6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_172.npy
2r1r1k1/3q2bp/1B2p1p1/1p1pP3/p4P2/P1P3P1/1P1Q3P/R4RK1 w - - 0 29,0,1,0,1,0,0,0,0,0,0,d2e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_173.npy
r1b2rk1/pp2b1p1/1q2p2p/2npPp2/5B1P/2PB2Q1/PP1N1PP1/1R2K2R w K - 2 15,0,1,0,1,0,0,0,0,0,1,d3c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_174.npy
