,Position,Undermining,Open,Knight Outposts,Square Vacancy,Bishop vs Knight,Re-Capturing,Offer of Simplification,Advancement of f/g/h Pawns,Advancement of a/b/c Pawns,Simplification,Activity of the King,Center Control,Pawn Play in the Center,Queens and Rooks to the 7th Rank,Avoid Pointless Exchange
"""STS(v6.0) Recapturing.017""",1r4k1/1rq2ppp/3p1n2/2pPp3/p1PnP3/PPB4P/3Q1PP1/1R2RBK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.018""",1r4k1/pr3ppp/q2p1n2/2pPp3/b1PnP3/PPB3NP/3Q1PP1/1R2RBK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.019""",1rq2rk1/4bp2/2np2p1/p1p1p3/P1PNP1P1/1PB2P2/1Q3K1P/R2R1N2 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.020""",1rq2rk1/4bp2/2np2p1/p1p1p3/P1PNP1P1/1PB2P2/1Q4P1/R2R1NK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.021""",1rq2rk1/4bp2/2np2p1/p1p1p3/P1PNP1P1/1PB2P2/1Q4PK/R2R1N2 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.022""",1rq2rk1/4bp2/3pn1p1/p1p1p3/P1PNP1P1/1PB2P2/1Q5P/R2R1NK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.023""",2kr3r/p1p4p/1np2p2/3P4/1b2N3/1P4P1/PB3PP1/R2K1R2 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.024""",2qr2r1/1p3pk1/p1np1np1/7p/2P1Pp2/1PN5/3QN1PP/4RR1K w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.025""",2r1rbk1/1p3p2/1qn3p1/p1Pp1b1p/5P2/2P1RNP1/PP1Q2BP/RN5K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.026""",2r2r1k/1q1nbpp1/p3p2p/2P1P3/1p1N1B1P/6Q1/PP3PP1/R2R2K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.027""",2r2rk1/1p1q1pb1/p2p1np1/7p/2P1Pp1Q/1PN5/P2B2PP/4RR1K w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.028""",2r2rk1/3bqppp/1p6/p2pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.029""",2r2rk1/3bqppp/2p5/p2pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.030""",2r3k1/1bqnbpp1/1p2p2p/2P5/P7/4PN1B/1B2QPPP/R5K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.031""",2r3k1/1p1nqp1p/1P4p1/Q2Pp3/1RbnP3/5P1P/3N2P1/5B1K w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.032""",2r5/4bkp1/p3q3/1b2p2n/N3PBp1/1p2Q3/1P3PPP/RB1R2K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.033""",2rq1r1k/p2nb1p1/1p3P1p/3p4/8/1P1p3Q/P2B1PPP/1R1N1RK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.034""",2rq1rk1/4ppbp/p5p1/1p1b4/1PNP4/4B3/P1B2PPP/2RQR1K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.035""",2rq1rk1/4ppbp/p5p1/1p1b4/2NP4/P3B2P/1PB2PP1/2RQR1K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.036""",2rq1rk1/4ppbp/p5p1/1p1b4/2NP4/P3B3/1P3PPP/1BRQR2K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.037""",2rqr1k1/1b2bp1n/1pnpp1pp/p7/P2pP2P/1NPB1NP1/1P2QPK1/1R2B1R1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.038""",2rr4/1pqb1ppk/p1Nppn1p/4n3/2P1P3/2N3P1/PP1QB1PP/R3BRK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.039""",3b2nk/p2Nqrpp/1pB1p3/3pPnp1/1P1P1P1P/P7/2R1QB1K/8 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.040""",3q4/p2b2kp/1R1P1p2/b1p5/2B1rPp1/8/P5P1/B1Q2RK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.041""",3r1r2/pkp4p/1np1p3/3P4/1b2N3/1P3P2/1B4PP/2R2RK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.042""",3r1rk1/ppp2ppp/1nnN4/7q/8/1B5P/PP1BRPP1/R3Q1K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.043""",3r4/pkp2r2/1np5/3P3p/1b1BN1p1/1P3PP1/6P1/2R2R1K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.044""",3r4/pkp2r2/1np5/3P3p/1b1BN1pP/1P3P2/6P1/2R2R1K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.045""",3rkb1r/p2npp1p/1p4p1/1Q1p4/P2p1B2/2q1PN2/2P2PPP/R4RK1 w k -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.046""",3rr1k1/p4bbp/1p1p4/3p1BPp/P2p1N1P/2P1P1K1/R1P5/3R4 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.047""",3rr1k1/pR1n1p1p/5b2/3N4/6p1/P2bp1P1/3N1PBP/2R3K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.048""",4q1k1/p2n1pp1/4p2p/3n4/1P1P4/P4P2/1B1QN1PP/2r2K2 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.049""",4r1k1/2p2rp1/1pnp4/p2N3p/2P2p2/PP1RP1P1/6KP/5R2 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.050""",4rnk1/3r1qb1/bp1p1np1/pNpP2Bp/P1P1Pp1P/3B4/1P1QNR2/6RK w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.051""",5r2/4k3/2qpp2b/pN2p2n/P3PR1p/2P5/6PP/QB2R2K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.052""",6k1/pp2npp1/2r1bq1p/3p4/PP3N1P/5BP1/4QP2/3R3K w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.053""",6n1/1k1qn1r1/1p1p4/p1pPpPp1/2P3N1/2B2PP1/PP4Q1/KR6 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.054""",8/1p4k1/3p4/p1pbp1r1/P1P1P2p/1PK2B2/5R2/8 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.055""",8/p1p2p1k/1p1pqn1p/7r/P1PPP1rP/2P1RQ2/3N1K2/6R1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.056""",b2r1r2/6bk/p1n2ppp/q2p4/1p2PN2/1B2B1P1/P3QP2/1R1R2K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.057""",b2r1r2/6bk/p1n2ppp/qp1p4/4PN2/1B2B1PP/P3Q3/1R1R2K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.058""",b4r1r/3kq1p1/p1p1p1p1/NpPpPP2/1P1P2P1/4Q2p/1K5P/4R2R w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.059""",br1r2k1/p2n1pp1/np1p4/2P1p1qp/2P1P3/P1P2PP1/2QNBB1P/2R2R1K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.060""",q1rb2rk/1b3ppp/2n1p2n/p1BpP3/B2P1PP1/1p2RN1P/2PN1Q2/1R4K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.061""",q1rb2rk/1b3ppp/2n1p2n/p2pP3/B2P1PP1/Bp2RN1P/1RPNQ3/6K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.062""",q2r2k1/1br1bpp1/pp3n2/2nN4/P1P4P/1P3P1B/1BQ4P/1R1RN1K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.063""",r1b2rk1/4qppp/pp6/3pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.064""",r1b2rk1/p3qppp/Pp6/3pb2Q/1n1P1P2/1P2PN2/1B4PP/R4RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.065""",r1b3k1/5r2/p4n1p/3q2pP/2p1p3/P1PBB3/3N1PP1/R2QK2R b KQ -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.066""",r1bq1rk1/1p1nbppp/p3pn2/P1p5/4p3/2NP2N1/BPPB1PPP/R2Q1RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.067""",r1q1k2r/1p1nbppp/p7/3bpP2/2P1P1P1/1PN1BQ2/7P/2KR3R w kq -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.068""",r1q1k2r/1p1nbppp/p7/Q2bpP2/2B1P1P1/1P2N3/PK5P/3R3R w kq -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.069""",r1qr2k1/1b1nbpp1/1P6/p1B1p2p/4P3/3B3Q/2P1N1PP/RR1N3K b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.070""",r1qr2k1/4bp1p/2p1p1p1/2pb4/PP1P1P2/3NQ3/5BPP/R2R2K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.071""",r1qr2k1/4bp2/p1p1p1p1/2pb4/PP1P1P2/3NQ3/5BPP/R2R2K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.072""",r1qr2k1/p3bp1p/P1p1p1p1/2pb4/1P1P1P2/3NQ3/5BPP/R2R2K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.073""",r1r2nk1/5pp1/1pnpbq2/2B5/p1P1PN1p/8/PPNR1QP1/3R1BK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.074""",r1r3k1/1p2q1pp/n2pp3/pN6/2nbP1P1/P1N2Q2/1PP4P/1K1R1R2 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.075""",r2q1rk1/1b1pbppp/1pn1pn2/p7/P2pP3/2PB1N2/1P1NQPPP/R1B2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.076""",r2q1rk1/2pnbppp/p3p3/3b4/3P2P1/3QnN1P/PP1BPP2/RNR3K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.077""",r2q1rk1/p1p1n1pp/1p1p4/P2Ppb2/1PP5/4b1P1/3QNPBP/R4RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.078""",r2qk1r1/1b2bp2/3ppp1p/p1p5/2B1PP2/1nN5/PPPQ2PP/1K1R3R w q -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.079""",r2qk1r1/1b3pb1/2pppp1p/8/2B1PP2/1nN5/PPPQ2PP/1K1R3R w q -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.080""",r2qk1r1/3bbp2/3ppp2/p7/2B1PP1p/1nN5/PPPQ2PP/1K1R3R w q -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.081""",r2r1k2/2b1npp1/p1np3p/1p6/3P1B2/P1N4P/1PBR1PP1/3qR1K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.082""",r2r1nk1/1q2bp2/p3pnpp/2p1B3/2p5/1P2N1P1/P1QNPP1P/2R2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.083""",r3b3/4kpp1/3p1n1p/5P2/1r2P1P1/1p2RN1P/2PN4/1R4K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.084""",r3r1k1/1p3pb1/6p1/p2b2Pp/PpB1PR2/1P6/2P4P/2KR4 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.085""",r4r1k/p2nb1p1/1p2pPqp/3p4/P1pPn3/2P1BN1P/1QP1BPP1/R5RK b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.086""",r4r2/5pk1/1bR1n1p1/Pp1Np2p/1P1pP3/8/5PPP/2R3K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.087""",r4rk1/1b1pq1pp/1p6/p1n1pp2/2PBN3/P3P3/1PQ1BPPP/3R1RK1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.088""",r4rk1/1p1bqpp1/2p4p/3pb2Q/Pn1P1P2/1P2PN2/6PP/R1B2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.089""",r4rk1/1p5p/2p2p2/2P2Pp1/p5B1/PbR2n2/1P2PPKP/2R5 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.090""",r4rk1/3p1b2/2p2p2/1pP1pPp1/4P1B1/P1R2n2/1P3PKP/2R5 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.091""",r4rk1/pp1qppbp/2p1b1p1/n7/P2PpB1N/2P3P1/2P1QPBP/1R2R1K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.092""",r4rk1/ppp2ppp/1nnb4/8/1P1P3q/PBN1B2P/4bPP1/R2QR1K1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.093""",r4rn1/2q2p1k/p2p2np/4pb1Q/1pP1P3/4B2P/2P3PN/3R1R1K w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.094""",r5b1/3rn1pk/p1n4p/1p1p1p1P/3P1B2/P1N3P1/1P1R1P2/3qRBK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.095""",r5k1/5pbp/6P1/p2R4/1p5r/P5R1/1PP5/2KB4 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.096""",r6r/ppk1npp1/1b2p2p/2pnP2P/4N3/2p2N2/PPPB1PP1/1K1RR3 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.097""",rn1q1rk1/1b2bppp/1p1pp1n1/pN6/P2pP3/2PB1NP1/1P2QP1P/R1B2RK1 w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.098""",rq1r2k1/pb2npbp/4pnp1/3P2N1/Q6P/1B4N1/PP3PP1/R1BR2K1 b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.099""",rqr3k1/3bb1p1/p1n2n1p/3p1p2/1P1NpP2/2N1B2P/1PPQB1P1/1K1R3R b - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v6.0) Recapturing.100""",rqr3k1/4bpp1/pBbp1n1p/Pp2p3/3PPP2/2N1QNP1/1P4P1/R4R1K w - -,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.001""",1R3b2/r4pk1/2qpn1p1/P1p1p2p/2P1P2P/5PP1/6K1/1Q1BB3 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.002""",1b4k1/6p1/pr2p2p/5p2/P2N4/P1Q1P1qP/6P1/5RK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.003""",1k1r1b1r/ppqbnp2/4p1pp/n2pP3/2pP4/P1P3B1/1P1NBPPP/1R1QRNK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.004""",1nb2rk1/2p1pqb1/1r2p2p/R6P/1PBP2p1/B4NN1/5PK1/3QR3 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.005""",1nr3k1/1pr2pp1/p3bn2/P3p2p/1PP4P/3BNPP1/3RN1K1/R7 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.006""",1q1rb1k1/5p1p/p3pnpb/P1r5/2B1P3/1P3P2/2R1N1PP/R2NQ2K b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.007""",1r1r2k1/2p1qpp1/pnP1b2p/1p2P3/3N4/P3P2P/1QB2PP1/3RR1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.008""",1r2kbQ1/1r1q1p2/p2p2n1/6P1/N1pBP3/P1N5/1PPR4/K7 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.009""",1r2r1k1/5pp1/R2p3n/3P1P1p/2p2PP1/1qb2B1P/Q7/2BR1K2 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.010""",1r3qk1/rpb2pp1/2p2n1p/p1P1p3/P1bPP2Q/2N1PN1P/1RB3P1/1R5K w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.011""",1r3rk1/1nqb1p1p/p3p1p1/1ppPb3/2P1N3/1P1Q2PP/P2B2BK/1RR5 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.012""",1r4k1/3b1pbp/R2Np1p1/4n3/1P1NP3/3BP3/4K1PP/8 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.013""",1r4k1/4qpp1/r1b4p/pp1pPB2/n1pP3P/2P2N2/R1P3P1/R3Q1K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.014""",1r4k1/5bpp/3b2p1/3PpqPn/1pB5/rP1NBP2/P4Q2/1K1R3R w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.015""",1r4k1/pp1r1p1p/2np1np1/2q5/P3PB2/1QP2B2/5PPP/R2R2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.016""",1rb1r1k1/2q1bp1p/3p1np1/p1nPp3/4P3/1PRB1N1P/3BQPP1/1R3NK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.017""",2b1r1k1/p1B1ppbp/1p4p1/8/4n3/7P/P1RRBPP1/6K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.018""",2bq2k1/4pp2/p2p1n2/n1pP2p1/2P3Pp/P1Q1N2P/3NPPB1/6K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.019""",2br3k/2pqb2r/p1n1n3/P3PQ2/1pB5/5N2/1P1N1PPP/R3R1K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.020""",2q1r1k1/1p2rpp1/p1p3pb/2Pp2n1/3P1R2/1Q2P1P1/PP3NKP/2B2R2 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.021""",2r1r1k1/1bq1bpp1/pp1pp1n1/2n3P1/2P1PP1p/BPN1QB1P/P1R5/3RN1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.022""",2r1r1k1/1p1bn1p1/p2Bpb1p/5p1q/P2P4/5NQP/1P2BPP1/R2R2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.023""",2r1r1k1/pN2b1p1/2p4p/1p1nBp1P/3P2n1/1NP5/PP2KPP1/3R3R b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.024""",2r1r1k1/pb2bp1p/8/2p1Rp1q/P1N5/6P1/2Q2P1P/3R1BK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.025""",2r1rk2/1p2bpp1/p4nbp/4R3/P2R1P1B/2N5/1P2B1PP/5K2 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.026""",2r2n2/6k1/1pNBbb2/3p1p2/3P1P2/P4KP1/2R5/4N3 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.027""",2r2rk1/p3qp1p/2b1pp1Q/2b5/1n6/2N2NP1/1P2PPBP/R2R2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.028""",2r3k1/1p1b1pb1/1qn3p1/pN1p2Pp/P3r1nP/1NP3B1/1P2BPR1/R2Q2K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.029""",2r3k1/2q1bpp1/p1P2n1p/4pb2/8/2N1BB2/1rPR1QPP/R5K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.030""",2r3k1/p1q1bp1p/2p1p1p1/4P3/1p6/1P1QP1P1/PB3P1P/3R2K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.031""",2r3k1/p2q1pp1/2p4p/1p1p1b1n/2PP4/P1QP1PP1/3B3P/4RBK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.032""",2r5/4k1p1/4p2p/1pnbPp2/3B4/2P5/1PB3PP/5R1K b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.033""",2r5/p4k2/4bp2/Ppp3p1/4p3/B1P4r/2P2P1P/R3KNR1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.034""",2rn4/2p1rpk1/p3n1p1/P3N1P1/BpN1b2P/1P4K1/2PR4/3R4 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.035""",2rq1rk1/pb3p1p/1p1p2p1/4p3/1PPnP3/2N2P2/P2QB1PP/2RR2K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.036""",2rr2k1/1p3pp1/p3b2p/3pP2Q/3B4/bqP5/1P1RB1PP/1K3R2 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.037""",3Q4/2p2k1p/p3b1p1/2p3P1/4Pq2/1P2NP2/P5K1/8 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.038""",3br1k1/r4pp1/p1qpbn1p/n1p1pN2/P1B1P3/2PPN2P/3BQPP1/R4RK1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.039""",3qr3/2n1rpbk/3p2np/R1pP2p1/P3P3/2N2P1P/2QB2P1/1R3B1K w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.040""",3r1r2/1p2k1pp/p2ppn2/4n3/P3P3/1BN4P/1PP2RP1/5R1K b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.041""",3r1rk1/4q1pp/1pb1p3/p1p1P3/P3pP2/1P2P3/4Q1PP/N2R1RK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.042""",3r2k1/1R3ppp/8/p1p1r3/4n3/4P2P/PP2BP2/1K5R w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.043""",3r2k1/1b3qp1/pp2p1p1/4P1P1/2PN1P1P/b1NR2K1/P3Q3/8 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.044""",3r2k1/1p3ppp/p3nn2/Qbp4r/2N5/1B3PP1/PP3RKP/8 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.045""",3r2k1/2rq2pp/4bp2/p1p1pn2/1n2N3/B2PP1P1/1R1Q1P1P/1R3BK1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.046""",3r3k/p3bppp/4q3/2p1P1Bb/3p4/P6P/1P1Q1PP1/1B2R1K1 w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.047""",3r4/1R4bk/7p/p3p2p/3rP3/3p3Q/P1qN1PP1/1R4K1 b - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""STS(v7.0) Simplification.048""",3rr3/1k3p1p/p2P1np1/8/pn6/1bN1NP2/1P1RBKPP/7R w - -,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
